x,y
115.0,0.43838163
116.0,0.45125471
117.0,0.46004566
118.0,0.49474891
119.0,0.52311432
120.0,0.46056336
121.0,0.44384681
122.0,0.50897219
123.0,0.5533957
124.0,0.5183579
125.0,0.52042698
126.0,0.50928718
127.0,0.48146382
128.0,0.51639738
129.0,0.52364982
130.0,0.49971541
131.0,0.54823298
132.0,0.55533679
133.0,0.52850676
134.0,0.50106164
135.0,0.55753297
136.0,0.54660177
137.0,0.53202451
138.0,0.57033059
139.0,0.59652639
140.0,0.54493479
141.0,0.52875651
142.0,0.45770644
143.0,0.56725404
144.0,0.62748128
145.0,0.55619416
146.0,0.56393327
147.0,0.59037981
148.0,0.61687934
149.0,0.574364
150.0,0.57913913
151.0,0.56020826
152.0,0.6091462
153.0,0.63503956
154.0,0.57915027
155.0,0.58789066
156.0,0.60976731
157.0,0.65931
158.0,0.67027563
159.0,0.60967136
160.0,0.5869968
161.0,0.61379955
162.0,0.65984041
163.0,0.59154423
164.0,0.66119553
165.0,0.61275603
166.0,0.67454733
167.0,0.67935126
168.0,0.71779149
169.0,0.59625833
170.0,0.7052182
171.0,0.71012798
172.0,0.67621792
173.0,0.65844309
174.0,0.67269129
175.0,0.68800731
176.0,0.63624102
177.0,0.71324316
178.0,0.70310006
179.0,0.65823396
180.0,0.69175724
181.0,0.71783919
182.0,0.76279776
183.0,0.66237039
184.0,0.76511789
185.0,0.76830736
186.0,0.68289969
187.0,0.7036266
188.0,0.73290551
189.0,0.75047335
190.0,0.73022507
191.0,0.78734016
192.0,0.67348882
193.0,0.78995668
194.0,0.70251734
195.0,0.71150385
196.0,0.74842329
197.0,0.7587024
198.0,0.74736424
199.0,0.75604028
200.0,0.80248478
201.0,0.72457368
202.0,0.86736947
203.0,0.7916193
204.0,0.84747367
205.0,0.8139922
206.0,0.8312865
207.0,0.87887456
208.0,0.79549576
209.0,0.79949272
210.0,0.83603797
211.0,0.87209513
212.0,0.86713939
213.0,0.7693414
214.0,0.78856856
215.0,0.82082632
216.0,0.92638489
217.0,0.90578917
218.0,0.75370704
219.0,0.88695737
220.0,0.8683578
221.0,0.90672266
222.0,0.8362575
223.0,0.91223961
224.0,0.82227939
225.0,0.88760783
226.0,0.84118645
227.0,0.77857804
228.0,0.75911123
229.0,0.82680962
230.0,0.86351667
231.0,0.89105942
232.0,0.85967686
233.0,0.92158901
234.0,0.8660297
235.0,0.88429194
236.0,0.88587285
237.0,0.89299887
238.0,0.9226184
239.0,0.9242297
240.0,0.91826993
241.0,0.95416691
242.0,0.84399624
243.0,0.92663916
244.0,0.94334728
245.0,0.97788717
246.0,0.96865533
247.0,0.99752959
248.0,0.93959931
249.0,0.90932368
250.0,0.98124435
251.0,0.90572712
252.0,1.0040389
253.0,0.94064482
254.0,0.98608469
255.0,0.9763375
256.0,1.0285282
257.0,0.93630363
258.0,0.90346888
259.0,1.0155087
260.0,1.0079449
261.0,1.0637283
262.0,0.92856333
263.0,0.902191
264.0,1.0040229
265.0,1.0429113
266.0,0.99933448
267.0,1.0080669
268.0,1.1182072
269.0,1.0507455
270.0,1.0227658
271.0,0.9808652
272.0,0.96689799
273.0,1.0343343
274.0,0.98236733
275.0,1.0551525
276.0,1.0734455
277.0,1.0608525
278.0,1.1775394
279.0,1.1487831
280.0,1.1007884
281.0,1.0830071
282.0,1.0845164
283.0,1.1286839
284.0,1.1370366
285.0,1.0408155
286.0,1.0578487
287.0,1.0901363
288.0,1.0230112
289.0,1.1135309
290.0,1.1244144
291.0,1.1398369
292.0,1.1563036
293.0,1.1080791
294.0,1.1383248
295.0,1.064107
296.0,1.0681367
297.0,1.1318415
298.0,1.054026
299.0,1.1927623
300.0,1.2330918
301.0,1.0861588
302.0,1.1967378
303.0,1.0513348
304.0,1.0430436
305.0,1.0244829
306.0,1.2177103
307.0,1.1345083
308.0,1.191846
309.0,1.1809963
310.0,1.1613171
311.0,1.1529525
312.0,1.2066889
313.0,1.1537804
314.0,1.201789
315.0,1.0385155
316.0,1.2575509
317.0,1.2030113
318.0,1.2710463
319.0,1.2769754
320.0,1.0631618
321.0,1.2118661
322.0,1.1742327
323.0,1.2166223
324.0,1.1842334
325.0,1.1525072
326.0,1.2397825
327.0,1.2418767
328.0,1.1140801
329.0,1.3187254
330.0,1.2441582
331.0,1.2907457
332.0,1.2152118
333.0,1.1918679
334.0,1.2107605
335.0,1.3064138
336.0,1.2157958
337.0,1.2156063
338.0,1.1933366
339.0,1.2882301
340.0,1.339056
341.0,1.3376545
342.0,1.2290407
343.0,1.2031145
344.0,1.1987887
345.0,1.3293279
346.0,1.266467
347.0,1.2640164
348.0,1.2551647
349.0,1.208694
350.0,1.191383
351.0,1.1463501
352.0,1.2326927
353.0,1.2815195
354.0,1.2608634
355.0,1.414128
356.0,1.3278096
357.0,1.2950594
358.0,1.3866946
359.0,1.3106901
360.0,1.3681643
361.0,1.4511704
362.0,1.3802726
363.0,1.2886546
364.0,1.4062522
365.0,1.2742445
366.0,1.4032422
367.0,1.3913606
368.0,1.3220567
369.0,1.3463527
370.0,1.3493258
371.0,1.4098915
372.0,1.4525779
373.0,1.4192157
374.0,1.3095699
375.0,1.4457661
376.0,1.3433409
377.0,1.3110349
378.0,1.3818385
379.0,1.3148114
380.0,1.3134861
381.0,1.4964205
382.0,1.2500386
383.0,1.3432967
384.0,1.4427236
385.0,1.3865785
386.0,1.3329773
387.0,1.3594735
388.0,1.3921401
389.0,1.4338122
390.0,1.359853
391.0,1.4275315
392.0,1.4727731
393.0,1.4082575
394.0,1.4234418
395.0,1.4277308
396.0,1.4974936
397.0,1.451928
398.0,1.4739686
399.0,1.4062332
400.0,1.2732357
401.0,1.3765357
402.0,1.4551667
403.0,1.4775142
404.0,1.3934582
405.0,1.3111542
406.0,1.4849446
407.0,1.3569482
408.0,1.5374376
409.0,1.4487615
410.0,1.5080238
411.0,1.6003021
412.0,1.4929868
413.0,1.4925542
414.0,1.5243455
415.0,1.524311
416.0,1.5755459
417.0,1.4243731
418.0,1.5617367
419.0,1.522005
420.0,1.4591932
421.0,1.5218146
422.0,1.4852483
423.0,1.485063
424.0,1.4566747
425.0,1.5388054
426.0,1.5128805
427.0,1.4106251
428.0,1.4321564
429.0,1.3577477
430.0,1.4526948
431.0,1.508587
432.0,1.4976951
433.0,1.5047398
434.0,1.4937658
435.0,1.6005087
436.0,1.4889615
437.0,1.4652236
438.0,1.5405665
439.0,1.6199466
440.0,1.5940689
441.0,1.4479014
442.0,1.5714777
443.0,1.4509647
444.0,1.4586406
445.0,1.5205482
446.0,1.5858581
447.0,1.4976606
448.0,1.6554695
449.0,1.4634241
450.0,1.5313321
451.0,1.5363605
452.0,1.592569
453.0,1.6129306
454.0,1.5215436
455.0,1.5488791
456.0,1.6071886
457.0,1.5662977
458.0,1.6977582
459.0,1.6406091
460.0,1.613545
461.0,1.6598847
462.0,1.604715
463.0,1.5935974
464.0,1.5711361
465.0,1.5699172
466.0,1.5196527
467.0,1.6236757
468.0,1.6274297
469.0,1.6416516
470.0,1.7895739
471.0,1.6696733
472.0,1.7476037
473.0,1.8401487
474.0,1.7230667
475.0,1.6753373
476.0,1.6468797
477.0,1.7571077
478.0,1.6970885
479.0,1.6308221
480.0,1.7050883
481.0,1.5303296
482.0,1.5256388
483.0,1.5393334
484.0,1.6972419
485.0,1.6236031
486.0,1.6319052
487.0,1.634107
488.0,1.7000632
489.0,1.638275
490.0,1.5972002
491.0,1.6732648
492.0,1.6926197
493.0,1.6144076
494.0,1.8226399
495.0,1.7371572
496.0,1.6178004
497.0,1.7060441
498.0,1.447961
499.0,1.6626622
500.0,1.6196949
501.0,1.5081332
502.0,1.6566023
503.0,1.8054801
504.0,1.7317175
505.0,1.801393
506.0,1.8569736
507.0,1.6324881
508.0,1.8325669
509.0,1.7645034
510.0,1.7552417
511.0,1.7336998
512.0,1.7135693
513.0,1.7216163
514.0,1.7900736
515.0,1.7736078
516.0,1.7045914
517.0,1.7765311
518.0,1.6308017
519.0,1.7025653
520.0,1.7300763
521.0,1.7475457
522.0,1.4898736
523.0,1.7460052
524.0,1.6889977
525.0,1.8130202
526.0,1.7069133
527.0,1.6845815
528.0,1.7124112
529.0,1.6834476
530.0,1.7110392
531.0,1.6997137
532.0,1.7250599
533.0,1.8292812
534.0,1.733952
535.0,1.750487
536.0,1.8284967
537.0,1.7371081
538.0,1.7582448
539.0,1.7543014
540.0,1.7964043
541.0,1.7233623
542.0,1.6650035
543.0,1.9294964
544.0,2.028101
545.0,1.7395424
546.0,1.8483459
547.0,1.8433264
548.0,1.9297471
549.0,1.7853921
550.0,1.7714852
551.0,1.7309562
552.0,1.7553728
553.0,1.9579676
554.0,1.8247603
555.0,1.6720223
556.0,1.9056408
557.0,1.817209
558.0,1.7412859
559.0,1.806787
560.0,1.9294372
561.0,1.7756959
562.0,1.9280345
563.0,1.8739193
564.0,1.827761
565.0,1.8993609
566.0,1.7547946
567.0,1.7193986
568.0,1.6553408
569.0,1.9107569
570.0,1.7748758
571.0,1.878995
572.0,1.8694356
573.0,1.7735745
574.0,1.7157279
575.0,2.0001789
576.0,1.7961856
577.0,1.8983109
578.0,1.7806353
579.0,1.7496981
580.0,2.0282678
581.0,1.8509403
582.0,1.8876884
583.0,1.7600406
584.0,1.877003
585.0,1.815335
586.0,1.7821305
587.0,2.0065788
588.0,1.7113065
589.0,1.9057277
590.0,1.9916962
591.0,1.9800801
592.0,1.7521624
593.0,1.8054554
594.0,1.736334
595.0,1.7864492
596.0,1.9748705
597.0,1.8709586
598.0,1.8510406
599.0,1.7805462
600.0,1.8290537
601.0,1.9667879
602.0,1.8801709
603.0,1.6826887
604.0,1.9791453
605.0,1.8540447
606.0,1.8257749
607.0,1.8936187
608.0,1.6778326
609.0,1.9112954
610.0,2.0279066
611.0,1.8654182
612.0,1.7567309
613.0,2.0770767
614.0,1.7907942
615.0,1.8998299
616.0,1.9383727
617.0,1.8425943
618.0,1.744255
619.0,1.8350312
620.0,1.9237048
621.0,1.8934862
622.0,1.8718346
623.0,2.0023888
624.0,1.90657
625.0,1.9063542
626.0,1.9330759
627.0,1.7632964
628.0,1.8391111
629.0,1.9160615
630.0,1.8690576
631.0,1.9339395
632.0,1.7736403
633.0,1.9076086
634.0,1.8577539
635.0,1.8388234
636.0,1.9365546
637.0,1.8310017
638.0,1.929138
639.0,1.9178683
640.0,1.8953657
641.0,1.8864174
642.0,2.0843601
643.0,1.8466718
644.0,1.8860579
645.0,1.8184034
646.0,1.9009067
647.0,2.0592398
648.0,2.0222869
649.0,1.8874365
650.0,1.9873045
651.0,1.9627458
652.0,1.9930929
653.0,1.7924742
654.0,2.054335
655.0,1.9346761
656.0,1.9067923
657.0,1.6861151
658.0,1.8500201
659.0,2.0186578
660.0,2.0565883
661.0,1.9335243
662.0,1.932505
663.0,1.9258015
664.0,1.8900021
665.0,1.9619152
666.0,1.9430975
667.0,1.986313
668.0,1.957848
669.0,1.9948003
670.0,1.9540176
671.0,2.1200986
672.0,1.9495499
673.0,1.9255096
674.0,1.9931316
675.0,1.915561
676.0,2.0656272
677.0,2.0676005
678.0,2.0771131
679.0,2.0115909
680.0,2.0882186
681.0,1.9697996
682.0,2.0484924
683.0,1.8354717
684.0,1.9231959
685.0,1.9162334
686.0,2.0692269
687.0,2.1499272
688.0,1.9058692
689.0,1.8675778
690.0,1.9148254
691.0,1.9086333
692.0,1.990858
693.0,1.8625129
694.0,2.1879986
695.0,1.9231656
696.0,1.8433469
697.0,1.8765242
698.0,1.9983903
699.0,2.1789118
700.0,2.0273992
701.0,2.0032436
702.0,1.8494201
703.0,2.0597718
704.0,1.9325883
705.0,1.9342084
706.0,1.8304476
707.0,2.0265703
708.0,1.8586473
709.0,1.9805765
710.0,1.9233792
711.0,1.9480154
712.0,1.9982374
713.0,1.9820194
714.0,1.8997845
715.0,1.9852643
716.0,2.0170448
717.0,1.8042957
718.0,2.0752601
719.0,2.016334
720.0,2.0496578
721.0,1.8977775
722.0,2.0596627
723.0,1.8367659
724.0,2.0727457
725.0,1.9831098
726.0,1.9639567
727.0,2.242612
728.0,1.9458941
729.0,1.9541774
730.0,1.8098747
731.0,2.0334077
732.0,1.9748459
733.0,2.0587686
734.0,1.8600945
735.0,2.0572542
736.0,2.1445797
737.0,2.0308601
738.0,2.0026506
739.0,1.9580447
740.0,2.0414765
741.0,1.8777796
742.0,1.8769532
743.0,2.0345088
744.0,2.0003957
745.0,1.9102834
746.0,2.0791665
747.0,2.0848548
748.0,1.9410182
749.0,1.9453814
750.0,2.0714131
751.0,2.0013119
752.0,1.9608757
753.0,1.9935268
754.0,1.8248395
755.0,1.9170758
756.0,1.9267334
757.0,1.9622878
758.0,2.080837
759.0,2.0603165
760.0,2.0686583
761.0,1.9300252
762.0,2.1393168
763.0,2.1011369
764.0,1.9354781
765.0,2.1024542
766.0,1.9548102
767.0,1.992739
768.0,2.0813087
769.0,1.9638774
770.0,2.0784384
771.0,2.1458392
772.0,1.9027767
773.0,2.0163611
774.0,2.0817537
775.0,1.9171591
776.0,2.2167738
777.0,1.9296973
778.0,2.0597706
779.0,2.0068115
780.0,2.045921
781.0,1.8804992
782.0,2.0312753
783.0,1.9584179
784.0,2.0202664
785.0,2.0466936
786.0,1.905942
787.0,1.9785368
788.0,2.1733138
789.0,2.2213057
790.0,2.1523523
791.0,1.9773257
792.0,2.0787376
793.0,1.9261745
794.0,2.120267
795.0,2.1783153
796.0,2.2510103
797.0,1.997739
798.0,2.0597463
799.0,1.9946329
800.0,2.0630525
801.0,2.0553793
802.0,2.0253995
803.0,1.9309848
804.0,2.0569764
805.0,2.0230452
806.0,2.0234593
807.0,2.0816573
808.0,2.1026596
809.0,1.9524279
810.0,2.0323599
811.0,1.9094891
812.0,2.0694257
813.0,2.064036
814.0,1.9051843
815.0,1.932039
816.0,2.022955
817.0,1.9077644
818.0,2.0374359
819.0,1.9042304
820.0,2.1606702
821.0,2.0548068
822.0,2.1330591
823.0,2.0680971
824.0,1.9733528
825.0,2.0564583
826.0,1.9382365
827.0,2.0276252
828.0,1.9156938
829.0,2.0278314
830.0,2.0051239
831.0,2.0373251
832.0,2.1608501
833.0,2.0235337
834.0,1.9895994
835.0,1.9308207
836.0,2.0661785
837.0,1.8207972
838.0,1.95906
839.0,1.8788498
840.0,1.8796203
841.0,2.1723094
842.0,2.0392266
843.0,1.9861048
844.0,2.1944473
845.0,2.0696714
846.0,1.8001537
847.0,1.8161005
848.0,1.9780032
849.0,2.0770156
850.0,1.933521
851.0,1.9090292
852.0,1.9453723
853.0,2.1082465
854.0,1.89519
855.0,1.858145
856.0,1.9194815
857.0,1.9884313
858.0,1.9614492
859.0,2.0241763
860.0,2.0744182
861.0,1.9119937
862.0,2.2371574
863.0,1.9532203
864.0,1.93937
865.0,1.9033864
866.0,1.889297
867.0,1.7975393
868.0,1.9332494
869.0,1.9070255
870.0,1.8174167
871.0,2.1013844
872.0,1.9811272
873.0,2.0391652
874.0,2.0030242
875.0,1.9884607
876.0,1.8923801
877.0,1.9545335
878.0,2.0145292
879.0,1.8043508
880.0,2.1187391
881.0,1.8962435
882.0,2.0849943
883.0,2.0413831
884.0,1.9480061
885.0,2.0074246
886.0,1.8456309
887.0,1.8604205
888.0,1.9598467
889.0,1.9910338
890.0,2.0209537
891.0,2.0179086
892.0,1.8751362
893.0,1.8910529
894.0,1.8210345
895.0,1.8527442
896.0,1.8838604
897.0,2.0067145
898.0,1.9493487
899.0,1.7720751
900.0,1.9211525
901.0,1.8943059
902.0,2.0758385
903.0,1.9253584
904.0,1.8990729
905.0,1.9352159
906.0,1.8648118
907.0,1.8769534
908.0,1.9847514
909.0,1.9681937
910.0,1.8836197
911.0,1.9238696
912.0,1.8209404
913.0,1.8912101
914.0,1.8659041
915.0,2.113887
916.0,2.0087646
917.0,2.0800878
918.0,1.936989
919.0,1.9134595
920.0,1.9879062
921.0,1.833421
922.0,2.0764997
923.0,1.9399045
924.0,1.9564074
925.0,2.0124085
926.0,1.8417944
927.0,1.9798813
928.0,1.8582721
929.0,1.9964455
930.0,1.8461657
931.0,1.9905644
932.0,1.8622265
933.0,2.0087686
934.0,1.9146748
935.0,1.880403
936.0,2.0394404
937.0,1.6119888
938.0,1.9365082
939.0,1.8730962
940.0,1.8206956
941.0,2.0360452
942.0,1.9205278
943.0,1.876425
944.0,1.9079296
945.0,1.8471311
946.0,2.0902434
947.0,1.9011509
948.0,1.8828123
949.0,1.9804699
950.0,1.907634
951.0,1.6943916
952.0,1.9273819
953.0,1.9391106
954.0,1.9363807
955.0,1.7940076
956.0,2.0173736
957.0,1.8959414
958.0,1.9440049
959.0,1.8470305
960.0,1.8828229
961.0,1.7390457
962.0,1.8531967
963.0,1.6926139
964.0,1.7420823
965.0,1.8376808
966.0,1.8937229
967.0,1.9292448
968.0,1.9515329
969.0,1.867695
970.0,1.7058532
971.0,1.9289227
972.0,1.8284101
973.0,1.9330567
974.0,1.8319869
975.0,1.8761434
976.0,1.9206537
977.0,1.8090101
978.0,1.9406126
979.0,1.9470037
980.0,1.9457461
981.0,1.7419449
982.0,1.8840506
983.0,1.7882077
984.0,1.9396799
985.0,1.8581313
986.0,1.7039926
987.0,1.8025829
988.0,1.8773896
989.0,1.9312438
990.0,1.8971885
991.0,1.9553504
992.0,1.8881733
993.0,1.8600804
994.0,1.8621475
995.0,1.7230076
996.0,1.8018474
997.0,1.78745
998.0,1.8325358
999.0,1.7976724
1000.0,1.8946719
1001.0,1.7967968
1002.0,1.9067543
1003.0,1.9038132
1004.0,1.7418833
1005.0,1.8149966
1006.0,1.8724987
1007.0,1.9249309
1008.0,1.7437583
1009.0,1.8610154
1010.0,1.9103777
1011.0,1.7894075
1012.0,1.8014087
1013.0,1.8959926
1014.0,1.9378759
1015.0,1.8372038
1016.0,1.7210021
1017.0,1.8129465
1018.0,1.7685035
1019.0,1.8749022
1020.0,1.6770074
1021.0,1.7134019
1022.0,1.9726849
1023.0,1.6732696
1024.0,1.8782261
1025.0,1.8948399
1026.0,1.8619355
1027.0,1.912322
1028.0,1.8389258
1029.0,1.9218691
1030.0,1.6856031
1031.0,1.7732079
1032.0,1.7768487
1033.0,1.7738186
1034.0,1.7975488
1035.0,1.6126741
1036.0,1.7856253
1037.0,1.7312202
1038.0,1.6928288
1039.0,1.9778243
1040.0,1.7590803
1041.0,1.7045116
1042.0,1.8730183
1043.0,1.7142328
1044.0,1.8334452
1045.0,1.6427555
1046.0,1.8441088
1047.0,1.6681556
1048.0,1.6220201
1049.0,1.7981671
1050.0,1.691986
1051.0,1.7467784
1052.0,1.70579
1053.0,1.8899887
1054.0,1.7071124
1055.0,1.7477123
1056.0,1.7580591
1057.0,1.7389734
1058.0,1.4932384
1059.0,1.7554863
1060.0,1.7220251
1061.0,1.500394
1062.0,1.6009415
1063.0,1.7650053
1064.0,1.6606354
1065.0,1.8002304
1066.0,1.7929879
1067.0,1.6687383
1068.0,1.6778085
1069.0,1.7101974
1070.0,1.6769465
1071.0,1.5665191
1072.0,1.5074301
1073.0,1.7534869
1074.0,1.5832671
1075.0,1.6266875
1076.0,1.6654117
1077.0,1.5706545
1078.0,1.6779995
1079.0,1.5348255
1080.0,1.627632
1081.0,1.5716542
1082.0,1.8087701
1083.0,1.6630701
1084.0,1.792386
1085.0,1.540126
1086.0,1.6165867
1087.0,1.5785577
1088.0,1.4545307
1089.0,1.706965
1090.0,1.7212797
1091.0,1.5913788
1092.0,1.6270658
1093.0,1.576855
1094.0,1.5281014
1095.0,1.6533589
1096.0,1.4780621
1097.0,1.5704164
1098.0,1.5832315
1099.0,1.6590226
1100.0,1.5536861
1101.0,1.5270526
1102.0,1.6371887
1103.0,1.5523821
1104.0,1.6243759
1105.0,1.6044984
1106.0,1.5745434
1107.0,1.6302516
1108.0,1.6827065
1109.0,1.5039442
1110.0,1.5380842
1111.0,1.5739794
1112.0,1.6097679
1113.0,1.5839249
1114.0,1.6093062
1115.0,1.51538
1116.0,1.6666009
1117.0,1.6471279
1118.0,1.5445321
1119.0,1.6414335
1120.0,1.4905398
1121.0,1.4695111
1122.0,1.6088168
1123.0,1.548173
1124.0,1.5779217
1125.0,1.4108922
1126.0,1.4831254
1127.0,1.7465038
1128.0,1.468802
1129.0,1.5711109
1130.0,1.4875292
1131.0,1.4921555
1132.0,1.5247629
1133.0,1.4965933
1134.0,1.547081
1135.0,1.4478275
1136.0,1.4551673
1137.0,1.5874664
1138.0,1.5740119
1139.0,1.5847551
1140.0,1.3457295
1141.0,1.4548287
1142.0,1.5847795
1143.0,1.5297105
1144.0,1.6112405
1145.0,1.629439
1146.0,1.5464901
1147.0,1.4898434
1148.0,1.451709
1149.0,1.4959155
1150.0,1.511367
1151.0,1.4849519
1152.0,1.4769023
1153.0,1.4665215
1154.0,1.4922258
1155.0,1.366367
1156.0,1.3978207
1157.0,1.6004048
1158.0,1.4675698
1159.0,1.4770371
1160.0,1.4944578
1161.0,1.4464426
1162.0,1.4869192
1163.0,1.3740659
1164.0,1.4759773
1165.0,1.581833
1166.0,1.4654467
1167.0,1.3102509
1168.0,1.5612267
1169.0,1.3016167
1170.0,1.386579
1171.0,1.484696
1172.0,1.4283631
1173.0,1.4241551
1174.0,1.4412163
1175.0,1.5310165
1176.0,1.4083912
1177.0,1.3867674
1178.0,1.3591278
1179.0,1.2867789
1180.0,1.4707979
1181.0,1.480821
1182.0,1.4120184
1183.0,1.4035465
1184.0,1.3797919
1185.0,1.3910047
1186.0,1.4195109
1187.0,1.3299536
1188.0,1.3674982
1189.0,1.4534381
1190.0,1.2810955
1191.0,1.4316312
1192.0,1.381782
1193.0,1.355038
1194.0,1.3798751
1195.0,1.3261015
1196.0,1.4246088
1197.0,1.3066559
1198.0,1.4338937
1199.0,1.4461913
1200.0,1.3929656
1201.0,1.3704089
1202.0,1.282192
1203.0,1.3218677
1204.0,1.378807
1205.0,1.4376916
1206.0,1.3730355
1207.0,1.3384711
1208.0,1.3687779
1209.0,1.1795831
1210.0,1.2875143
1211.0,1.2921647
1212.0,1.3276847
1213.0,1.2727689
1214.0,1.2866576
1215.0,1.3232682
1216.0,1.3684602
1217.0,1.2447686
1218.0,1.2463486
1219.0,1.4536708
1220.0,1.3068922
1221.0,1.2758208
1222.0,1.2616386
1223.0,1.2673605
1224.0,1.2090955
1225.0,1.3261621
1226.0,1.2931541
1227.0,1.2586777
1228.0,1.3423065
1229.0,1.2184353
1230.0,1.1892187
1231.0,1.2674994
1232.0,1.3681433
1233.0,1.2195494
1234.0,1.1548932
1235.0,1.2064172
1236.0,1.1990506
1237.0,1.2412324
1238.0,1.2032475
1239.0,1.2675326
1240.0,1.1748115
1241.0,1.3793286
1242.0,1.1249748
1243.0,1.1936707
1244.0,1.1651197
1245.0,1.2072731
1246.0,1.2359302
1247.0,1.2795463
1248.0,1.1794404
1249.0,1.2064917
1250.0,1.0360874
1251.0,1.2235558
1252.0,1.218759
1253.0,1.1254874
1254.0,1.1350417
1255.0,1.2164898
1256.0,1.1317214
1257.0,1.1636516
1258.0,1.1691779
1259.0,1.1776252
1260.0,1.1137873
1261.0,1.0880413
1262.0,1.1387643
1263.0,1.1780292
1264.0,1.0996341
1265.0,1.1121738
1266.0,1.1428094
1267.0,1.1198299
1268.0,1.1266741
1269.0,1.1289806
1270.0,1.1080397
1271.0,1.1817515
1272.0,1.0691742
1273.0,1.1120938
1274.0,1.2442546
1275.0,1.0949636
1276.0,1.0351923
1277.0,1.035472
1278.0,1.0748065
1279.0,1.1212835
1280.0,1.1272803
1281.0,1.0806402
1282.0,1.1635329
1283.0,1.0594572
1284.0,1.0918965
1285.0,1.1683461
1286.0,1.0647004
1287.0,1.0209104
1288.0,1.0266048
1289.0,1.0724447
1290.0,1.1276231
1291.0,1.0878949
1292.0,1.0796032
1293.0,1.0693068
1294.0,1.071556
1295.0,0.92882677
1296.0,0.99330617
1297.0,1.0722025
1298.0,1.0974959
1299.0,0.99514827
1300.0,1.0069501
1301.0,1.0434291
1302.0,0.97660071
1303.0,1.0478872
1304.0,1.0590508
1305.0,1.026085
1306.0,0.99731249
1307.0,1.0149613
1308.0,0.9181525
1309.0,0.95543418
1310.0,1.0145743
1311.0,1.0383037
1312.0,0.95857895
1313.0,0.91930714
1314.0,1.0181134
1315.0,0.91220366
1316.0,0.98870096
1317.0,1.0050921
1318.0,0.912509
1319.0,0.8964243
1320.0,0.9494604
1321.0,0.97220073
1322.0,1.0158734
1323.0,0.94273839
1324.0,0.85990988
1325.0,0.97813571
1326.0,0.90999332
1327.0,0.93577626
1328.0,0.93002221
1329.0,0.87650301
1330.0,0.92332574
1331.0,0.93208517
1332.0,0.88144311
1333.0,0.96739808
1334.0,0.95191242
1335.0,0.95494948
1336.0,0.98933286
1337.0,0.86886312
1338.0,0.89769092
1339.0,0.86289796
1340.0,0.88877011
1341.0,0.83648872
1342.0,0.85063446
1343.0,0.91299453
1344.0,0.8714282
1345.0,0.8835493
1346.0,0.96251838
1347.0,0.81256541
1348.0,0.90029876
1349.0,0.8682918
1350.0,0.84320812
1351.0,0.88655725
1352.0,0.88412998
1353.0,0.84768849
1354.0,0.82868499
1355.0,0.87143243
1356.0,0.84124563
1357.0,0.81655689
1358.0,0.89163219
1359.0,0.85847857
1360.0,0.82484481
1361.0,0.82853939
1362.0,0.82211848
1363.0,0.82924812
1364.0,0.80836656
1365.0,0.8358324
1366.0,0.80748431
1367.0,0.76363175
1368.0,0.78824134
1369.0,0.80205847
1370.0,0.80980858
1371.0,0.77781272
